data1,data2,output
-0.06044153739004904,0.2927549757764585,1
0.3172671244748975,-0.2874051568737018,1
0.1583073310566964,0.0216503873902138,1
0.8334749232816387,0.46584255276598524,0
-0.27911490462424204,-0.11238717573135643,1
-0.3121500879178235,0.06147138567601412,1
-0.1498178374310114,0.3588895763379283,1
-0.04152591172778072,-1.0234865042235264,0
0.8855429388126579,0.15661515905419712,0
0.22101092403639538,0.2690555082904413,1
-0.19988451015305833,0.03176764499980836,1
-0.705873255126898,0.6036534167896527,0
-0.18145349837338248,0.09184562503130517,1
-0.2217722786089018,1.0576763707049275,0
-0.027395548609481124,0.4302741312791424,1
-0.20528661512549556,-0.010359813233622082,1
0.299158440058909,-0.1076698046574678,1
-0.24748319076644604,0.2532088636542426,1
1.140228492082857,-0.08294720605825262,0
0.37579323110969276,0.27515583673815314,1
-0.9688850854968374,-0.1077151413590717,0
-0.09431411728264515,-1.149857522795563,0
-0.14424575868276526,-0.33889126943354125,1
-0.15396361420396204,-0.3132738953203379,1
-0.5274216978198651,-0.9015515352982281,0
-0.22883449512471354,0.9903071219827702,0
0.12058697479108721,-0.2478235286293145,1
0.44948229433342957,-0.04951840723821985,1
0.3421534837658869,-0.040377641604262535,1
-0.01770568230890579,0.028933273020114364,1
0.893338604746927,0.7362972017505929,0
0.2513907000390163,0.21022486645967634,1
0.29218328898521995,0.9194302759811179,0
0.4913769205570785,0.6774146895929618,0
-0.35124554506845573,0.28815116598355556,1
0.23549511150022873,-0.9949472574487166,0
0.9890962007757791,0.1278090662270192,0
-0.7144788253661911,-0.4611445667551852,0
-0.31084242077577406,1.1024170881398405,0
-1.129176035863094,0.26804942310750035,0
-0.8020427677443772,-0.8125390792550014,0
-1.0228620262195254,0.1453249143180313,0
0.24793215812307484,-0.25927663042911164,1
-0.9385112418229333,0.5772734018178318,0
-1.1959890164052693,-0.21369712749165903,0
-0.7219999148579551,0.6140800548168392,0
-0.2917741604204463,-0.1570038429308579,1
-0.28994792089046706,0.1847690688302017,1
-0.02229296865226158,-0.9070529109322899,0
-0.31082070092174446,-0.06851730543774033,1
0.1574213679911886,0.29792643767094895,1
0.7788454628797652,-0.12063581099710896,0
-0.311389739990163,0.04511429938862213,1
-0.9313151487234029,0.0070972415639751684,0
0.34156712440468673,-0.04844975892564271,1
0.13273645785347624,-0.218199149278687,1
-0.5161000681437088,-0.8429828928886927,0
-0.8192187721423847,-0.688969468081741,0
0.03898671500895216,0.4399411999648437,1
0.5362013911942471,0.924156817188011,0
-0.3501659349861315,0.0009659259118912494,1
-0.7285197562793323,0.5501349844855621,0
0.789815999935453,0.1266328767366693,0
-0.03556173383782521,0.41455030038515944,1
0.3265000478892621,0.20239297519268343,1
0.26822545909781786,0.9772188218924002,0
0.6058137657696975,0.8896233264216041,0
-0.1329947555432907,-0.19403447126119758,1
-0.7235858203003407,0.7998701507395892,0
-0.008266890370060193,0.2380985502376437,1
0.003850449398271588,-0.8757645424739967,0
0.3566222849654745,-0.8890052766810063,0
-0.17295198804228426,-0.18203955416667994,1
0.008562571919114456,0.3587792812089272,1
0.5675093319394976,-0.7713949474003704,0
0.009688813363395415,-0.02832098012193482,1
-0.9882287484517597,-0.20865049180684514,0
-0.8683923517407092,-0.23233647387467865,0
-0.9731068265785073,0.3885068254374249,0
0.3188029242746117,-0.05727194308746687,1
0.37204471188904437,0.10766992975440695,1
0.2293760667907092,0.18604176063964784,1
0.49595574701615164,0.8714759076870705,0
0.43306361091223017,-0.8866598621302447,0
-1.0542302971825204,-0.17158829526968325,0
0.1899043421274043,-0.9209404182818676,0
0.277619518490696,-0.964691602259986,0
-1.136675698561686,0.04091954221253055,0
0.7746968707118307,0.6335528977353571,0
0.9205107240944888,0.5050870737116466,0
-0.03331320741182321,0.2943838278331546,1
-0.2357199053631417,-0.8455809107262217,0
-1.0005137176929044,0.4750284975931651,0
-0.17969569418831768,0.19417147514314145,1
0.009849226320406034,1.0974115961229558,0
0.6384085114186038,0.6995484213697272,0
0.08879921837113423,0.14567880129577418,1
1.0953747417162754,-0.30634636606390625,0
-0.05228184117046364,-0.22961342788883432,1
-0.8872416192048022,0.4259190287399045,0
-0.22343810874139683,0.11006589247367175,1
-0.8985588657923891,0.23545994277060897,0
0.2615587090360753,0.934940447898937,0
0.08576214681803576,0.18495158836194073,1
0.06545075883619125,-0.30699791929364334,1
-0.2724364842112592,0.027872303497066285,1
0.6683189975110272,-0.4968660249422677,0
0.718105761012526,0.6789986100989213,0
0.10661487708454918,0.3191835990724617,1
-0.48580065745530054,-0.7392673946659941,0
0.6976662565997671,-0.8444594531824372,0
-0.143141737519193,-0.2463850240449332,1
-0.7896670788283662,-0.29049807949310885,0
-0.254003378196901,-0.2767312062832038,1
-0.17650581329934625,-0.01820355553019437,1
0.15756917538380077,-0.8341460474896912,0
1.0029933273612357,-0.05144422807325713,0
0.38597089572645205,-0.08205118077076005,1
-0.21829300066184631,0.24964950168365516,1
-0.06099448476556166,0.30212432073785245,1
-0.7124956390360426,0.7089139616149546,0
0.00829242408215572,0.3833928546054399,1
0.13243126459333887,0.2830739177847112,1
0.24711195861286922,-0.021060401616009417,1
0.8470403106351375,-0.31119061509851476,0
-0.018099938262622836,-0.24348888977015692,1
-0.02241424574685037,1.0794212264444782,0
0.4718614893448907,-1.0324947234039399,0
-0.09332501227987139,0.3256288875971038,1
0.33936628517532896,-0.3401457572466316,1
0.8430731295053606,-0.5255573748486434,0
-0.13106761036806883,-0.9510133559825161,0
0.2934273913876036,0.17629490097550227,1
0.39289057544787154,-1.0142232514820546,0
0.12654572323626262,-0.29391189753697156,1
0.023021706867695405,-0.33708714617095326,1
0.15003539329688928,0.04322022485399851,1
0.1447362108383882,0.0375808247652846,1
0.1060597246876453,0.28077235365074305,1
1.0479517583185582,0.20414135058989802,0
0.18966388972770398,-1.0565582676218286,0
0.8836782803063025,-0.23108135678948682,0
0.07300580383576971,0.14864271382744337,1
0.5464311687150069,-0.982128942756873,0
-0.3053575165813386,-0.04287742993645591,1
0.05378167025758661,-0.39715015319013613,1
0.5735756236412137,-0.7242868935032623,0
